股票代码,股票名称,所属板块,概念列表,热点标签
300257,开山股份,通用设备,,通用设备
300258,精锻科技,汽车,,汽车
300259,新天科技,通用设备,,通用设备
300260,新莱应材,通用设备,,通用设备
300261,雅本化学,农药,,化工
300263,隆华科技,通用设备,,通用设备
300264,佳创视讯,IT服务Ⅲ,,IT服务Ⅲ
300265,通光线缆,电网设备,,电力
300266,兴源环境,环境治理,,环境治理
300267,尔康制药,化学制药,,化工
300269,联建光电,LED,,LED
300270,中威电子,计算机设备,,计算机设备
300271,华宇软件,IT服务Ⅲ,,软件
300272,开能健康,清洁小家电,,清洁小家电
300274,阳光电源,光伏设备,,新能源
300275,梅安森,计算机设备,,计算机设备
300276,三丰智能,自动化设备,,机器人
300277,汽轮科技,IT服务Ⅲ,,IT服务Ⅲ
300278,华昌达,自动化设备,,机器人
300279,和晶科技,未知,,未归类
300281,金明精机,未知,,未归类
300283,温州宏丰,配电设备,,配电设备
300284,苏交科,建筑装饰,,建筑装饰
300285,国瓷材料,电子化学品Ⅱ,,化工
300286,安科瑞,电网设备,,电力
300287,飞利信,IT服务Ⅲ,,IT服务Ⅲ
300288,朗玛信息,IT服务Ⅲ,,IT服务Ⅲ
300289,利德曼,体外诊断,,体外诊断
300290,荣科科技,IT服务Ⅲ,,IT服务Ⅲ
300291,百纳千成,传媒,,传媒
300292,吴通控股,通信服务,,通信
300293,蓝英装备,未知,,未归类
300294,博雅生物,未知,,未归类
300296,利亚德,LED,,LED
300298,三诺生物,医疗器械,,医药
300299,富春股份,游戏Ⅱ,,传媒
300300,海峡创新,IT服务Ⅲ,,IT服务Ⅲ
300302,同有科技,其他计算机设备,,其他计算机设备
300303,聚飞光电,LED,,LED
300304,云意电气,汽车电子电气系统,,汽车
300305,裕兴股份,膜材料,,膜材料
300306,远方信息,通用设备,,通用设备
300307,慈星股份,纺织服装设备,,纺织服装设备
300308,中际旭创,通信,,通信
300310,宜通世纪,通信工程及服务,,通信
300314,戴维医疗,医疗器械,,医药
300315,掌趣科技,游戏Ⅱ,,传媒
300316,晶盛机电,光伏加工设备,,新能源
300317,珈伟新能,公用事业,,公用事业
300318,博晖创新,未知,,未归类
300319,麦捷科技,被动元件,,被动元件
300320,海达股份,橡胶,,化工
300321,同大股份,化学制品,,化工
300322,硕贝德,消费电子,,消费电子
300323,华灿光电,LED,,LED
300324,旋极信息,其他计算机设备,,其他计算机设备
300327,中颖电子,数字芯片设计,,半导体
300328,宜安科技,铝,,有色金属
300329,海伦钢琴,文娱用品,,文娱用品
300331,苏大维格,未知,,未归类
300332,天壕能源,燃气Ⅲ,,燃气Ⅲ
300333,兆日科技,其他计算机设备,,其他计算机设备
300334,津膜科技,环境治理,,环境治理
300335,迪森股份,公用事业,,公用事业
300337,银邦股份,铝,,有色金属
300339,润和软件,IT服务Ⅲ,,软件
300340,科恒股份,电池化学品,,锂电池；化工
300341,麦克奥迪,配电设备,,配电设备
300342,天银机电,未知,,未归类
300345,华民股份,光伏设备,,新能源
300346,南大光电,电子化学品Ⅱ,,化工
300347,泰格医药,医疗服务,,医药
300348,长亮科技,软件开发,,软件
300349,金卡智能,通用设备,,通用设备
300350,华鹏飞,物流,,物流
300351,永贵电器,轨交设备Ⅱ,,轨交设备Ⅱ
300353,东土科技,通信,,通信
300354,东华测试,通用设备,,通用设备
300355,蒙草生态,建筑装饰,,建筑装饰
300357,我武生物,未知,,未归类
300358,楚天科技,医疗器械,,医药
300359,全通教育,教育,,教育
300360,炬华科技,电网设备,,电力
300363,博腾股份,医疗服务,,医药
300364,中文在线,文字媒体,,文字媒体
300365,恒华科技,软件开发,,软件
300368,汇金股份,其他计算机设备,,其他计算机设备
300369,绿盟科技,横向通用软件,,软件
300370,安控科技,通用设备,,通用设备
300371,汇中股份,通用设备,,通用设备
300373,扬杰科技,半导体,,半导体
300374,中铁装配,建筑装饰,,建筑装饰
300375,鹏翎股份,汽车,,汽车
300376,易事特,其他电源设备Ⅱ,,其他电源设备Ⅱ
300377,赢时胜,软件开发,,软件
300378,鼎捷数智,横向通用软件,,软件
300380,安硕信息,软件开发,,软件
300381,溢多利,化学制药,,化工
300382,斯莱克,未知,,未归类
300383,光环新网,通信服务,,通信
300384,三联虹普,专业工程,,专业工程
300386,飞天诚信,其他计算机设备,,其他计算机设备
300387,富邦科技,农化制品,,农化制品
300388,节能国祯,环境治理,,环境治理
300389,艾比森,LED,,LED
300390,天华新能,电池化学品,,锂电池；化工
300393,中来股份,光伏电池组件,,锂电池；新能源
300394,天孚通信,通信,,通信
300395,菲利华,国防军工,,军工
300397,天和防务,国防军工,,军工
300398,飞凯材料,电子化学品Ⅱ,,化工
300399,天利科技,IT服务Ⅲ,,IT服务Ⅲ
300400,劲拓股份,自动化设备,,机器人
300401,花园生物,化学制药,,化工
300402,宝色股份,通用设备,,通用设备
300403,汉宇集团,未知,,未归类
300404,博济医药,医疗服务,,医药
300405,科隆股份,其他化学制品,,化工
300406,九强生物,体外诊断,,体外诊断
300407,凯发电气,电网自动化设备,,机器人；电力
300408,三环集团,被动元件,,被动元件
300409,道氏技术,电池化学品,,锂电池；化工
300410,正业科技,电池,,锂电池
300411,金盾股份,未知,,未归类
300412,迦南科技,未知,,未归类
300413,芒果超媒,视频媒体,,视频媒体
300414,中光防雷,通信,,通信
300415,伊之密,未知,,未归类
300416,苏试试验,检测服务,,检测服务
300417,南华仪器,通用设备,,通用设备
300418,昆仑万维,传媒,,传媒
300420,五洋自控,通用设备,,通用设备
300421,力星股份,通用设备,,通用设备
300422,博世科,环境治理,,环境治理
300423,昇辉科技,输变电设备,,输变电设备
300424,航新科技,国防军工,,军工
300425,中建环能,环境治理,,环境治理
300426,华智数媒,传媒,,传媒
300427,红相股份,电网自动化设备,,机器人；电力
300428,立中集团,汽车,,汽车
300429,强力新材,电子化学品Ⅱ,,化工
300432,富临精工,电池化学品,,锂电池；化工
300433,蓝思科技,消费电子,,消费电子
300434,金石亚药,化学制剂,,化工
300435,中泰股份,燃气Ⅲ,,燃气Ⅲ
300436,广生堂,化学制剂,,化工
300437,清水源,环境治理,,环境治理
300438,鹏辉能源,电池,,锂电池
300439,美康生物,体外诊断,,体外诊断
300440,运达科技,IT服务Ⅲ,,IT服务Ⅲ
300441,鲍斯股份,通用设备,,通用设备
300442,润泽科技,通信服务,,通信
300443,金雷股份,风电设备,,新能源
300444,双杰电气,输变电设备,,输变电设备
300445,康斯特,通用设备,,通用设备
300446,航天智造,车身附件及饰件,,军工
300447,全信股份,国防军工,,军工
300448,浩云科技,IT服务Ⅲ,,IT服务Ⅲ
300449,汉邦高科,计算机设备,,计算机设备
300450,先导智能,电池,,锂电池
300451,创业慧康,软件开发,,软件
300452,山河药辅,化学制药,,化工
300453,三鑫医疗,医疗器械,,医药
300454,深信服,横向通用软件,,软件
300455,航天智装,其他计算机设备,,军工
300456,赛微电子,半导体,,半导体
300457,赢合科技,电池,,锂电池
300458,全志科技,数字芯片设计,,半导体
300459,汤姆猫,游戏Ⅱ,,传媒
300461,田中精机,自动化设备,,机器人
300463,迈克生物,体外诊断,,体外诊断
300464,星徽股份,互联网电商,,互联网电商
300465,高伟达,软件开发,,软件
300466,赛摩智能,通用设备,,通用设备
300467,迅游科技,游戏Ⅱ,,传媒
300468,四方精创,软件开发,,软件
300469,信息发展,软件开发,,软件
300470,中密控股,通用设备,,通用设备
300471,厚普股份,未知,,未归类
300473,德尔股份,其他汽车零部件,,汽车
300474,景嘉微,国防军工,,军工
300475,香农芯创,其他电子Ⅲ,,其他电子Ⅲ
300476,胜宏科技,印制电路板,,印制电路板
300478,杭州高新,塑料,,化工
300479,神思电子,其他计算机设备,,其他计算机设备
300480,光力科技,能源及重型设备,,能源及重型设备
300481,濮阳惠成,电子化学品Ⅱ,,化工
300482,万孚生物,体外诊断,,体外诊断
300483,首华燃气,燃气Ⅲ,,燃气Ⅲ
300484,蓝海华腾,自动化设备,,机器人
300485,赛升药业,未知,,未归类
300486,东杰智能,自动化设备,,机器人
300487,蓝晓科技,合成树脂,,合成树脂
300488,恒锋工具,通用设备,,通用设备
300489,光智科技,未知,,未归类
300490,华自科技,电网自动化设备,,机器人；电力
300491,通合科技,其他电源设备Ⅱ,,其他电源设备Ⅱ
300492,华图山鼎,建筑装饰,,建筑装饰
300493,润欣科技,其他电子Ⅲ,,其他电子Ⅲ
300494,盛天网络,游戏Ⅱ,,传媒
300496,中科创达,IT服务Ⅲ,,IT服务Ⅲ
300497,富祥药业,化学制药,,化工
300498,温氏股份,养殖业,,养殖业
300499,高澜股份,未知,,未归类
300500,启迪设计,建筑装饰,,建筑装饰
300501,海顺新材,轻工制造,,轻工制造
300502,新易盛,通信,,通信
300503,昊志机电,通用设备,,通用设备
300504,天邑股份,通信,,通信
300505,川金诺,农化制品,,农化制品
300507,苏奥传感,汽车,,汽车
300508,维宏股份,其他计算机设备,,其他计算机设备
300509,新美星,未知,,未归类
300510,金冠股份,电网自动化设备,,机器人；电力
300511,雪榕生物,农林牧渔,,农林牧渔
300512,中亚股份,未知,,未归类
300513,恒实科技,通信工程及服务,,通信
300514,友讯达,电网设备,,电力
300515,三德科技,通用设备,,通用设备
300516,久之洋,其他电子Ⅲ,,其他电子Ⅲ
300517,海波重科,专业工程,,专业工程
300518,新迅达,电商服务,,电商服务
300519,新光药业,中药Ⅱ,,医药
300520,科大国创,软件开发,,软件
300521,爱司凯,未知,,未归类
300522,世名科技,化学制品,,化工
300523,辰安科技,IT服务Ⅲ,,IT服务Ⅲ
300525,博思软件,软件开发,,软件
300528,幸福蓝海,传媒,,传媒
300529,健帆生物,医疗器械,,医药
300530,领湃科技,其他化学制品,,化工
300531,优博讯,其他计算机设备,,其他计算机设备
300532,今天国际,IT服务Ⅲ,,IT服务Ⅲ
300533,冰川网络,游戏Ⅱ,,传媒
300534,陇神戎发,中药Ⅱ,,医药
300535,达威股份,其他化学制品,,化工
300536,农尚环境,建筑装饰,,建筑装饰
300537,广信材料,电子化学品Ⅱ,,化工
300538,同益股份,塑料,,化工
300539,横河精密,塑料,,化工
300540,蜀道装备,未知,,未归类
300541,先进数通,IT服务Ⅲ,,IT服务Ⅲ
300542,新晨科技,软件开发,,软件
300543,朗科智能,未知,,未归类
300545,联得装备,面板,,面板
300546,雄帝科技,其他计算机设备,,其他计算机设备
300547,川环科技,汽车,,汽车
300548,长芯博创,通信,,通信
300549,优德精密,未知,,未归类
300550,和仁科技,软件开发,,软件
300551,古鳌科技,其他计算机设备,,其他计算机设备
300552,万集科技,其他计算机设备,,其他计算机设备
300553,集智股份,通用设备,,通用设备
300554,三超新材,磨具磨料,,磨具磨料
300556,丝路视觉,软件开发,,软件
300557,理工光科,通用设备,,通用设备
300558,贝达药业,化学制剂,,化工
300559,佳发教育,软件开发,,软件
300560,中富通,通信工程及服务,,通信
300562,乐心医疗,医疗器械,,医药
300563,神宇股份,通信,,通信
300564,筑博设计,建筑装饰,,建筑装饰
300565,科信技术,通信,,通信
300566,激智科技,未知,,未归类
300567,精测电子,通用设备,,通用设备
300568,星源材质,电池化学品,,锂电池；化工
300569,天能重工,风电设备,,新能源
300570,太辰光,通信,,通信
300571,平治信息,通信服务,,通信
300572,安车检测,检测服务,,检测服务
300573,兴齐眼药,化学制剂,,化工
300575,中旗股份,农药,,化工
300576,容大感光,电子化学品Ⅱ,,化工
300577,开润股份,纺织服饰,,纺织服饰
300578,会畅科技,通信服务,,通信
300579,数字认证,软件开发,,软件
300580,贝斯特,汽车,,汽车
300581,晨曦航空,国防军工,,军工
300582,英飞特,LED,,LED
300583,赛托生物,化学制药,,化工
300584,海辰药业,化学制剂,,化工
300585,奥联电子,汽车,,汽车
300586,美联新材,塑料,,化工
300587,天铁科技,橡胶,,化工
300588,熙菱信息,计算机设备,,计算机设备
300589,江龙船艇,航海装备Ⅲ,,航海装备Ⅲ
300590,移为通信,通信,,通信
300591,万里马,纺织服饰,,纺织服饰
300592,华凯易佰,互联网电商,,互联网电商
300593,新雷能,其他电源设备Ⅱ,,其他电源设备Ⅱ
300595,欧普康视,医疗器械,,医药
300596,利安隆,其他化学制品,,化工
300597,吉大通信,通信工程及服务,,通信
300598,诚迈科技,软件开发,,软件
300599,雄塑科技,管材,,管材
300600,国瑞科技,航海装备Ⅲ,,航海装备Ⅲ
300601,康泰生物,疫苗,,医药
300602,飞荣达,消费电子,,消费电子
300603,立昂技术,通信工程及服务,,通信
300604,长川科技,半导体,,半导体
300605,恒锋信息,软件开发,,软件
300606,金太阳,磨具磨料,,磨具磨料
300607,拓斯达,自动化设备,,机器人
300608,思特奇,软件开发,,软件
300609,汇纳科技,IT服务Ⅲ,,IT服务Ⅲ
300610,晨化股份,其他化学制品,,化工
300611,美力科技,汽车,,汽车
300612,宣亚国际,营销代理,,营销代理
300613,富瀚微,数字芯片设计,,半导体
300614,百川畅银,环境治理,,环境治理
300615,欣天科技,通信,,通信
300616,尚品宅配,定制家居,,定制家居
300617,安靠智电,输变电设备,,输变电设备
300618,寒锐钴业,钴,,有色金属
300619,金银河,电池,,锂电池
300620,光库科技,通信,,通信
300621,维业股份,建筑装饰,,建筑装饰
300622,博士眼镜,专业连锁Ⅱ,,专业连锁Ⅱ
300623,捷捷微电,半导体,,半导体
300624,万兴科技,横向通用软件,,软件
300625,三雄极光,照明设备Ⅱ,,照明设备Ⅱ
300626,华瑞股份,电机Ⅱ,,机器人
300627,华测导航,通信,,通信
300628,亿联网络,通信,,通信
300629,新劲刚,国防军工,,军工
300631,久吾高科,环保设备Ⅱ,,环保设备Ⅱ
300632,光莆股份,LED,,LED
300633,开立医疗,医疗器械,,医药
300634,彩讯股份,IT服务Ⅲ,,IT服务Ⅲ
300635,中达安,建筑装饰,,建筑装饰
300636,同和药业,化学制药,,化工
300637,扬帆新材,其他化学制品,,化工
300638,广和通,通信,,通信
300639,凯普生物,体外诊断,,体外诊断
300640,德艺文创,轻工制造,,轻工制造
300641,正丹股份,其他化学制品,,化工
300642,透景生命,体外诊断,,体外诊断
300643,万通智控,其他汽车零部件,,汽车
300644,南京聚隆,塑料,,化工
300645,正元智慧,其他计算机设备,,其他计算机设备
300647,超频三,消费电子,,消费电子
300648,星云股份,电池,,锂电池
300649,杭州园林,建筑装饰,,建筑装饰
300650,太龙股份,其他电子Ⅲ,,其他电子Ⅲ
300651,金陵体育,文娱用品,,文娱用品
300652,雷迪克,汽车,,汽车
300653,正海生物,医疗器械,,医药
300654,世纪天鸿,传媒,,传媒
300655,晶瑞电材,电子化学品Ⅱ,,化工
300656,民德电子,其他电子Ⅲ,,其他电子Ⅲ
300657,弘信电子,印制电路板,,印制电路板
300658,延江股份,生活用纸,,生活用纸
300659,中孚信息,其他计算机设备,,其他计算机设备
300660,江苏雷利,电机Ⅱ,,机器人
300661,圣邦股份,半导体,,半导体
300662,科锐国际,人力资源服务,,人力资源服务
300663,科蓝软件,软件开发,,软件
300664,鹏鹞环保,环境治理,,环境治理
300665,飞鹿股份,化学制品,,化工
300666,江丰电子,半导体,,半导体
300667,必创科技,通用设备,,通用设备
300668,杰恩股份,建筑装饰,,建筑装饰
300669,沪宁股份,楼宇设备,,楼宇设备
300670,大烨智能,配电设备,,配电设备
300671,富满微,半导体,,半导体
300672,国科微,数字芯片设计,,半导体
300673,佩蒂股份,饲料,,饲料
300674,宇信科技,IT服务Ⅲ,,IT服务Ⅲ
300675,建科院,建筑装饰,,建筑装饰
300676,华大基因,诊断服务,,诊断服务
300677,英科医疗,医疗器械,,医药
300678,中科信息,IT服务Ⅲ,,IT服务Ⅲ
300679,电连技术,消费电子,,消费电子
300680,隆盛科技,汽车,,汽车
300681,英搏尔,汽车电子电气系统,,汽车
300682,朗新科技,IT服务Ⅲ,,IT服务Ⅲ
300683,海特生物,医疗服务,,医药
300684,中石科技,电子化学品Ⅱ,,化工
300685,艾德生物,体外诊断,,体外诊断
300686,智动力,消费电子,,消费电子
300687,赛意信息,IT服务Ⅲ,,IT服务Ⅲ
300688,创业黑马,教育,,教育
300689,澄天伟业,通信,,通信
300690,双一科技,风电设备,,新能源
300691,联合光电,计算机设备,,计算机设备
300692,中赋科技,环境治理,,环境治理
300693,盛弘股份,其他电源设备Ⅱ,,其他电源设备Ⅱ
300694,蠡湖股份,汽车,,汽车
300695,兆丰股份,汽车,,汽车
300696,爱乐达,国防军工,,军工
300697,电工合金,铜,,有色金属
300698,万马科技,通信,,通信
300699,光威复材,国防军工,,军工
300700,岱勒新材,磨具磨料,,磨具磨料
300701,森霸传感,未知,,未归类
300702,天宇股份,化学制药,,化工
300703,创源股份,文娱用品,,文娱用品
300705,九典制药,化学制剂,,化工
300706,阿石创,半导体,,半导体
300707,威唐工业,其他汽车零部件,,汽车
300708,聚灿光电,LED,,LED
300709,精研科技,消费电子,,消费电子
300710,万隆光电,通信,,通信
300711,广哈通信,通信,,通信
300712,永福股份,专业工程,,专业工程
300713,英可瑞,其他电源设备Ⅱ,,其他电源设备Ⅱ
300715,凯伦股份,建筑材料,,建筑材料
300717,华信新材,塑料,,化工
300718,长盛轴承,通用设备,,通用设备
300719,安达维尔,国防军工,,军工
300720,海川智能,通用设备,,通用设备
300721,怡达股份,其他化学制品,,化工
300722,新余国科,航天装备Ⅱ,,军工
300723,一品红,化学制剂,,化工
300724,捷佳伟创,光伏加工设备,,新能源
300725,药石科技,医疗服务,,医药
300726,宏达电子,国防军工,,军工
300727,润禾材料,化学制品,,化工
300729,乐歌股份,轻工制造,,轻工制造
300730,科创信息,软件开发,,软件
300731,科创新源,橡胶,,化工
300732,设研院,建筑装饰,,建筑装饰
300733,西菱动力,汽车,,汽车
300735,光弘科技,消费电子,,消费电子
300736,百邦科技,其他电子Ⅲ,,其他电子Ⅲ
300737,科顺股份,建筑材料,,建筑材料
300738,奥飞数据,通信服务,,通信
300739,明阳电路,印制电路板,,印制电路板
300740,水羊股份,美容护理,,美容护理
300741,华宝股份,化学制品,,化工
300743,天地数码,其他计算机设备,,其他计算机设备
300745,欣锐科技,汽车电子电气系统,,汽车
300746,汉嘉数智,建筑装饰,,建筑装饰
300747,锐科激光,自动化设备,,机器人
300748,金力永磁,磁性材料,,磁性材料
300749,顶固集创,定制家居,,定制家居
300750,宁德时代,电池,,锂电池
300751,迈为股份,光伏加工设备,,新能源
300752,隆利科技,LED,,LED
300753,爱朋医疗,医疗器械,,医药
300755,华致酒行,专业连锁Ⅱ,,专业连锁Ⅱ
300756,金马游乐,未知,,未归类
300757,罗博特科,自动化设备,,机器人
300758,七彩化学,化学制品,,化工
300759,康龙化成,医疗服务,,医药
300760,迈瑞医疗,医疗器械,,医药
300761,立华股份,养殖业,,养殖业
300762,上海瀚讯,国防军工,,军工
300763,锦浪科技,光伏设备,,新能源
300765,新诺威,化学制药,,化工
300766,每日互动,横向通用软件,,软件
300767,震安科技,橡胶,,化工
300768,迪普科技,横向通用软件,,软件
300769,德方纳米,电池化学品,,锂电池；化工
300770,新媒股份,电视广播Ⅲ,,电视广播Ⅲ
300771,智莱科技,其他计算机设备,,其他计算机设备
300772,运达股份,风电设备,,新能源
300773,拉卡拉,金融信息服务,,金融信息服务
300774,倍杰特,环境治理,,环境治理
300775,三角防务,国防军工,,军工
300776,帝尔激光,光伏加工设备,,新能源
300777,中简科技,国防军工,,军工
300778,新城市,建筑装饰,,建筑装饰
300779,惠城环保,环境治理,,环境治理
300780,德恩精工,通用设备,,通用设备
300781,因赛集团,营销代理,,营销代理
300782,卓胜微,半导体,,半导体
300783,三只松鼠,食品饮料,,食品饮料
300784,利安科技,消费电子,,消费电子
300785,值得买,传媒,,传媒
300786,国林科技,环保设备Ⅱ,,环保设备Ⅱ
300787,海能实业,消费电子,,消费电子
300788,中信出版,大众出版,,传媒
300789,唐源电气,其他计算机设备,,其他计算机设备
300790,宇瞳光学,计算机设备,,计算机设备
300791,仙乐健康,食品饮料,,食品饮料
300792,壹网壹创,电商服务,,电商服务
300793,佳禾智能,消费电子,,消费电子
300795,米奥会展,会展服务,,会展服务
300796,贝斯美,农药,,化工
300797,钢研纳克,检测服务,,检测服务
300798,锦鸡股份,纺织化学制品,,化工
300800,力合科技,环保设备Ⅱ,,环保设备Ⅱ
300801,泰和科技,其他化学制品,,化工
300802,矩子科技,自动化设备,,机器人
300803,指南针,软件开发,,软件
300804,广康生化,农药,,化工
300805,电声股份,营销代理,,营销代理
300806,斯迪克,膜材料,,膜材料
300807,天迈科技,其他计算机设备,,其他计算机设备
300808,久量股份,LED,,LED
300809,华辰装备,机床工具,,机床工具
300810,中科海讯,航海装备Ⅲ,,航海装备Ⅲ
300811,铂科新材,磁性材料,,磁性材料
300812,易天股份,消费电子,,消费电子
300813,泰林生物,未知,,未归类
300814,中富电路,印制电路板,,印制电路板
300815,玉禾田,环境治理,,环境治理
300816,艾可蓝,其他汽车零部件,,汽车
300817,双飞集团,通用设备,,通用设备
300818,耐普矿机,磨具磨料,,磨具磨料
300819,聚杰微纤,其他纺织,,其他纺织
300820,英杰电气,其他电源设备Ⅱ,,其他电源设备Ⅱ
300821,东岳硅材,化学制品,,化工
300822,贝仕达克,消费电子,,消费电子
300823,建科智能,未知,,未归类
300824,北鼎股份,小家电,,小家电
300825,阿尔特,汽车综合服务,,汽车
300826,测绘股份,建筑装饰,,建筑装饰
300827,上能电气,光伏设备,,新能源
300828,锐新科技,通用设备,,通用设备
300829,金丹科技,化学制品,,化工
300830,金现代,软件开发,,软件
300831,派瑞股份,半导体,,半导体
300832,新产业,体外诊断,,体外诊断
300833,浩洋股份,未知,,未归类
300834,星辉环材,塑料,,化工
300835,龙磁科技,磁性材料,,磁性材料
300836,佰奥智能,未知,,未归类
300837,浙矿股份,能源及重型设备,,能源及重型设备
300838,浙江力诺,通用设备,,通用设备
300839,博汇股份,石油石化,,石油石化
300840,酷特智能,非运动服装,,非运动服装
300841,康华生物,疫苗,,医药
300842,帝科股份,光伏设备,,新能源
300843,胜蓝股份,消费电子,,消费电子
300844,山水比德,建筑装饰,,建筑装饰
300845,捷安高科,其他计算机设备,,其他计算机设备
300846,首都在线,IT服务Ⅲ,,IT服务Ⅲ
300847,中船汉光,其他计算机设备,,其他计算机设备
300848,美瑞新材,化学制品,,化工
300849,锦盛新材,美容护理,,美容护理
300850,新强联,风电设备,,新能源
300851,交大思诺,轨交设备Ⅱ,,轨交设备Ⅱ
300852,四会富仕,印制电路板,,印制电路板
300853,申昊科技,电网自动化设备,,机器人；电力
300854,中兰环保,环境治理,,环境治理
300855,图南股份,金属新材料,,化工
300856,科思股份,美容护理,,美容护理
300857,协创数据,消费电子,,消费电子
300858,科拓生物,化学制品,,化工
300859,西域旅游,旅游及景区,,旅游及景区
300860,锋尚文化,会展服务,,会展服务
300861,美畅股份,磨具磨料,,磨具磨料
300862,蓝盾光电,通用设备,,通用设备
300863,卡倍亿,汽车电子电气系统,,汽车
300864,南大环境,环境治理,,环境治理
300865,大宏立,能源及重型设备,,能源及重型设备
300866,安克创新,消费电子,,消费电子
300867,圣元环保,环境治理,,环境治理
300868,杰美特,消费电子,,消费电子
300869,康泰医学,医疗器械,,医药
300870,欧陆通,其他电源设备Ⅱ,,其他电源设备Ⅱ
300871,回盛生物,动物保健Ⅱ,,动物保健Ⅱ
300872,天阳科技,IT服务Ⅲ,,IT服务Ⅲ
300873,海晨股份,物流,,物流
300875,捷强装备,国防军工,,军工
300876,蒙泰高新,化学纤维,,化工
300877,金春股份,其他纺织,,其他纺织
300878,维康药业,中药Ⅱ,,医药
300879,大叶股份,未知,,未归类
300880,迦南智能,电网设备,,电力
300881,盛德鑫泰,特钢Ⅱ,,特钢Ⅱ
300882,万胜智能,电网设备,,电力
300883,龙利得,纸包装,,纸包装
300884,狄耐克,计算机设备,,计算机设备
300885,海昌新材,通用设备,,通用设备
300886,华业香料,美容护理,,美容护理
300887,谱尼测试,检测服务,,检测服务
300888,稳健医疗,生活用纸,,医药
300889,爱克股份,LED,,LED
300890,翔丰华,电池化学品,,锂电池；化工
300891,惠云钛业,化学原料,,化工
300892,品渥食品,乳品,,乳品
300893,松原安全,车身附件及饰件,,车身附件及饰件
300894,火星人,厨房电器,,厨房电器
300895,铜牛信息,IT服务Ⅲ,,有色金属
300896,爱美客,美容护理,,美容护理
300897,山科智能,通用设备,,通用设备
300898,熊猫乳品,乳品,,乳品
300900,广联航空,国防军工,,军工
300901,中胤时尚,非运动服装,,非运动服装
300902,国安达,未知,,未归类
300903,科翔股份,印制电路板,,印制电路板
300904,威力传动,风电设备,,新能源
300905,宝丽迪,化学纤维,,化工
300906,日月明,通用设备,,通用设备
300907,康平科技,电机Ⅱ,,机器人
300908,仲景食品,食品饮料,,食品饮料
300909,汇创达,面板,,面板
300910,瑞丰新材,其他化学制品,,化工
300911,亿田智能,厨房电器,,厨房电器
300912,凯龙高科,其他汽车零部件,,汽车
300913,兆龙互连,通信,,通信
300915,海融科技,乳品,,乳品
300916,朗特智能,消费电子,,消费电子
300917,特发服务,房地产服务,,房地产服务
300918,南山智尚,其他纺织,,其他纺织
300919,中伟新材,电池化学品,,锂电池；化工
300920,润阳科技,塑料,,化工
300921,南凌科技,通信服务,,通信
300922,天秦装备,国防军工,,军工
300923,研奥股份,轨交设备Ⅱ,,轨交设备Ⅱ
300925,法本信息,软件开发,,软件
300926,博俊科技,其他汽车零部件,,汽车
300927,江天化学,其他化学原料,,化工
300928,华安鑫创,汽车电子电气系统,,汽车
300929,华骐环保,环境治理,,环境治理
300930,屹通新材,金属新材料,,化工
300931,通用电梯,楼宇设备,,楼宇设备
300932,三友联众,配电设备,,配电设备
300933,中辰股份,电网设备,,电力
300935,盈建科,软件开发,,软件
300936,中英科技,印制电路板,,印制电路板
300937,药易购,医药流通,,医药
300938,信测标准,检测服务,,检测服务
300939,秋田微,面板,,面板
300940,南极光,LED,,LED
300941,创识科技,其他计算机设备,,其他计算机设备
300942,易瑞生物,体外诊断,,体外诊断
300943,春晖智控,通用设备,,通用设备
300945,曼卡龙,钟表珠宝,,钟表珠宝
300946,恒而达,通用设备,,通用设备
300947,德必集团,商贸零售,,商贸零售
300948,冠中生态,建筑装饰,,建筑装饰
300949,奥雅股份,建筑装饰,,建筑装饰
300950,德固特,能源及重型设备,,能源及重型设备
300951,博硕科技,消费电子,,消费电子
300952,恒辉安防,纺织服饰,,纺织服饰
300953,震裕科技,电池,,锂电池
300955,嘉亨家化,美容护理,,美容护理
300956,英力股份,消费电子,,消费电子
300957,贝泰妮,美容护理,,美容护理
300958,建工修复,环境治理,,环境治理
300959,线上线下,通信服务,,通信
300960,通业科技,轨交设备Ⅱ,,轨交设备Ⅱ
300961,深水海纳,环境治理,,环境治理
300962,中金辐照,其他专业服务,,其他专业服务
300963,中洲特材,金属新材料,,化工
300964,本川智能,印制电路板,,印制电路板
300965,恒宇信通,国防军工,,军工
300966,共同药业,化学制药,,化工
300967,晓鸣股份,养殖业,,养殖业
300968,格林精密,消费电子,,消费电子
300969,恒帅股份,其他汽车零部件,,汽车
300970,华绿生物,农林牧渔,,农林牧渔
300971,博亚精工,未知,,未归类
300972,万辰集团,食品饮料,,食品饮料
300973,立高食品,食品饮料,,食品饮料
300975,商络电子,被动元件,,被动元件
300976,达瑞电子,消费电子,,消费电子
300977,深圳瑞捷,建筑装饰,,建筑装饰
300978,东箭科技,车身附件及饰件,,车身附件及饰件
300979,华利集团,纺织鞋类制造,,纺织鞋类制造
300980,祥源新材,塑料,,化工
300981,中红医疗,医疗器械,,医药
300982,苏文电能,建筑装饰,,建筑装饰
300983,尤安设计,建筑装饰,,建筑装饰
300984,金沃股份,通用设备,,通用设备
300985,致远新能,通用设备,,通用设备
300986,志特新材,专业工程,,专业工程
300987,川网传媒,门户网站,,传媒
300988,津荣天宇,未知,,未归类
300989,蕾奥规划,建筑装饰,,建筑装饰
300990,同飞股份,通用设备,,通用设备
